	ECB_00737	ECB_01540	ECB_01992	ECB_02012	ECB_02013	ECB_02621	ECB_02797	ECB_02816	ECB_02836	ECB_02837	ECB_02852	ECB_03438	ECB_03460	ECB_03710	ECB_03719	ECB_03722	acpP	acs	appC	appY	arcA	arcB	argR	aroG	astE	atoC	blr	cirA	cls	cpsG	cpxR	crp	cusR	cycA	degS	deoR	dgt	envZ	fabF	fadL	farR	feoA	fimE	flgB	flu	galF	glgC	glpF	glpG	glpR	gltA	gltB	gltS	gmhB	gudP	hcp	hemX	hepA	hisL	hokB	hokD	hpaX	hsdS	hslU	hupB	hyfA	hyfB	iap	iclR	ilvL	infB	infC	iscR	lacZ	lon	lrp	maeB	malT	manC	manY	menC	metH	metJ	metR	mhpR	mntH	mokB	mokC	mqo	mreB	mreC	mtlD	nadR	narH	narZ	nudC	oppD	pbpC	pflB	phoH	phoR	plsB	prlA	proX	pykA	pykF	queA	rbsA	rbsB	rbsD	rbsR	recF	recO	rfbB	rnb	rne	rpiR	rplF	rpsA	rpsC	rpsD	sapA	sapF	speG	spoT	sucB	tap	thiI	thrA	tktB	torA	trkH	wzy	yaaX	yadF	yadH	yahA	ybaE	ybaL	ybbN	ybcU	ybeA	ybeB	ybeM	ybhP	ybiN	ybjD	ybjE	ycbB	ycdM	yceK	ycfC	ycgG	ydhH	ydhK	ydiQ	yeaU	yebY	yecE	yeeF	yeeI	yeeR	yeeU	yegO	yfaQ	yfcTU	yfhR	yfiQ	ygbK	ygbO	yggM	yghS	ygjD	ygjG	yhbG	yhdG	yhdJ	yhfX	yhhN	yicC	yicL	yieH	yieO	yihP	yihR	yjcE	yjeB	yjgM	yjgN	yjiX	yjjY	ylcG	yliE	yoaE	yqeB	yqhH	yrbA	zntA
hupB	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1
hyfA	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
hyfB	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1
iap	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
iclR	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	4	6	1	1	1	1	1	1	2	2	1	1	1	1	1	4	1	1	2	3	1	1	1	1	1	3	1	3	1	1	5	1	1	1	1	1	3	3	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
ilvL	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
infB	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	2	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	1	1	0	0	2	2	0	1	0	0	2	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	2	1	0	1	0	1	2	1	1	1	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0
infC	0	0	1	1	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	2	0	0	0	1	2	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
iscR	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
lacZ	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1
lon	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
lrp	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
maeB	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
malT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	3	1	0	3	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	2	0	0	1	2	1	1	2	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	3	1	0	0	0	1	3	0	1	1	1	4	1	1	0	1	0	2	3	0	1	1	1	1	4	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	2	1	1	0	1	1	1	0	1	1	1	1	1	0	2	1	1	1	2	1	0	1	1	1	2	1	0	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1
manC	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
manY	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
menC	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1	2	1	0	1	0	0	1	1	1	2	1	1	1	2	0	0	0	0	1	1	0	1	1	0	2	0	1	0	1	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	2	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0
metH	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	2	1	0	3	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	2	0	0	0	1	1	1	1	3	1	0	1	1	3	1	0	1	0	1	1	1	1	3	1	1	2	1	0	0	0	0	1	2	0	1	1	0	3	0	1	0	1	0	1	2	0	0	1	1	0	3	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	2	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	2	1	1	1	0	1	1	2	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1
metJ	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
metR	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
mhpR	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
mntH	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
mokB	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mokC	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	2	0	0	2	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	2	1	1	2	3	1	1	1	1	3	0	1	1	1	1	0	0	1	3	1	1	1	2	1	0	0	0	1	1	0	0	1	1	3	1	1	0	1	0	2	3	0	1	1	1	1	3	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	0	0	1	1	1	1	2	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1
mqo	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
mreB	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	2	1	1	2	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	2	3	0	0	0	0	3	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	3	0	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0
mreC	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mtlD	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
nadR	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	3	5	1	1	1	1	5	1	2	2	1	1	1	1	1	4	1	1	2	3	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	5	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1	2	1	1	0	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
narH	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
narZ	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nudC	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
